domiciled;EconomicOperands
Housing;EconomicOperands
Finance;EconomicOperands
Agency;EconomicOperands
Home;EconomicOperands
Loan;EconomicOperands
Banks;EconomicOperands
Federal National Mortgage Association;EconomicOperands
Federal Home Loan Mortgage Corporation;EconomicOperands
13;<div class="ex6
Prudential standards;EconomicOperands
prudential standards;EconomicOperands
regulatory;EconomicOperands
developed;EconomicOperands
section 165;LegalReferences
14;<div class="ex6
Secretary of the Treasury;EconomicOperands
issuer;EconomicOperands
securities laws;EconomicOperands
16;<div class="ex6
commonwealth;EconomicOperands
territory;EconomicOperands
possession;EconomicOperands
District of Columbia;EconomicOperands
Commonwealth of Puerto Rico;EconomicOperands
Commonwealth of the Northern Mariana Islands American Samoa Guam;EconomicOperands
Virgin Islands;EconomicOperands
17;<div class="ex6
Transfer date;EconomicOperands
section 311;LegalReferences
18;<div class="ex6
incorporated;EconomicOperands
Federal Deposit insurance act;LegalReferences
Federal depository institution;EconomicOperands
Federal savings association;EconomicOperands
insured branch;EconomicOperands
national member bank;EconomicOperands
national nonmember bank;EconomicOperands
savings association;EconomicOperands
State bank;EconomicOperands
State depository institution;EconomicOperands
State member bank;EconomicOperands
State nonmember bank;EconomicOperands
State savings association;EconomicOperands
subsidiary;EconomicOperands
Holding Companies;EconomicOperands
the Bank Holding Company Act of 1956 12 USC 1841;LegalReferences
financial holding company;EconomicOperands
section 2p;LegalReferences
the Bank Holding Company Act of 1956 12 USC 1841p;LegalReferences
savings and loan holding company;EconomicOperands
section 10;LegalReferences
Home Owners Loan Act;LegalReferences
Severability;Other
made;FunctionWords
application;EconomicOperands
circumstance;EconomicOperands
held;EconomicOperands
unconstitutional;Attributes
the remainder of;FunctionWords
amendments;Other
affected;EconomicOperands
take effect;RegulatoryOperators
day;EconomicOperands
SEC 5 Budgetary;<div class="ex4
The budgetary;<div class="ex5
Statutory;EconomicOperands
2010;Attributes
reference;EconomicOperands
statement;EconomicOperands
Effects;EconomicOperands
Legislation;EconomicOperands
Congressional;EconomicOperands
Record;EconomicOperands
Budget;EconomicOperands
Committees;EconomicOperands
Houses;EconomicOperands
SEC 6;<div class="ex4
Antitrust;EconomicOperands
savings;FunctionWords
Nothing;FunctionWords
impair;EconomicOperands
antitrust laws;EconomicOperands
specified;RegulatoryOperators
the Clayton Act;LegalReferences
section 5;LegalReferences
the Federal Trade Commission Act;LegalReferences
applies;FunctionWords
methods;EconomicOperands
competition;EconomicOperands
TITLE XII;<div class="ex1
Improving;EconomicOperands
access;EconomicOperands
SEC 1201;<div class="ex4
Financial Institutions Act of 2010;LegalReferences
SEC 1202;<div class="ex4
initiatives;EconomicOperands
financial products;EconomicOperands
accessible;EconomicOperands
who;FunctionWords
fully;EconomicOperands
SEC 1203;<div class="ex4
Account;EconomicOperands
agreement;EconomicOperands
individual;EconomicOperands
eligible entity;EconomicOperands
obtains;EconomicOperands
products;EconomicOperands
money;EconomicOperands
loan;EconomicOperands
Community development financial institution;EconomicOperands
community development financial institution;EconomicOperands
Community;EconomicOperands
Development;EconomicOperands
Banking;EconomicOperands
Financial Institutions Act of 1994 12 USC 47025;LegalReferences
Eligible entity;EconomicOperands
section 501c3;LegalReferences
Internal Revenue Code of 1986;EconomicOperands
tax;EconomicOperands
section 501a;LegalReferences
Code;LegalReferences
federally insured depository institution;EconomicOperands
local;EconomicOperands
government;EconomicOperands
partnership;EconomicOperands
subparagraphs A through D;LegalReferences
Federally insured depository institution;EconomicOperands
SEC 1204 Expanded;<div class="ex4
program;EconomicOperands
grants;EconomicOperands
agreements;EconomicOperands
undertakings;EconomicOperands
enable;EconomicOperands
moderate-income;EconomicOperands
individuals;EconomicOperands
one;FunctionWords
meet;EconomicOperands
needs;EconomicOperands
improve;EconomicOperands
Program;EconomicOperands
eligibility;EconomicOperands
restrict;RegulatoryOperators
Subject to;LogicalConnectors
eligible;EconomicOperands
several;FunctionWords
A small-dollar;<div class="ex7
loans;EconomicOperands
education;EconomicOperands
managing;EconomicOperands
SEC 1205 Low-cost;<div class="ex4
alternatives;EconomicOperands
small;EconomicOperands
dollar;EconomicOperands
Grants;EconomicOperands
consumers;EconomicOperands
Loans;EconomicOperands
lending;EconomicOperands
practices;EconomicOperands
Financial literacy;EconomicOperands
opportunities;EconomicOperands
grant;EconomicOperands
steps;EconomicOperands
financial literacy;EconomicOperands
courses;EconomicOperands
building;EconomicOperands
consumer;EconomicOperands
measures;EconomicOperands
obtain;EconomicOperands
SEC 1206;<div class="ex4
Financial Institutions Act of 1994 12 USC 4701 et seq;LegalReferences
adding;Other
end;Other
SEC 122;<div class="ex4
Purposes;EconomicOperands
make;FunctionWords
Fund;EconomicOperands
help;EconomicOperands
community development financial institutions;EconomicOperands
costs of;EconomicOperands
small dollar loan programs;EconomicOperands
amounts;EconomicOperands
loss;EconomicOperands
some;FunctionWords
losses;EconomicOperands
give;FunctionWords
cost;EconomicOperands
1 Loan-loss reserve;<div class="ex6
fund;EconomicOperands
mission;EconomicOperands
serve;EconomicOperands
small dollar loan program;EconomicOperands
Matching;EconomicOperands
matching;EconomicOperands
amount;EconomicOperands
equal to;LogicalConnectors
50;Attributes
percent;Attributes
Use;EconomicOperands
direct;EconomicOperands
used to;FunctionWords
fiscal;EconomicOperands
technology;EconomicOperands
staff;EconomicOperands
costs;EconomicOperands
establishing;EconomicOperands
consumer reporting agency that compiles and maintains files on consumers on a nationwide basis;EconomicOperands
section 603p;LegalReferences
the Fair Credit Reporting Act;LegalReferences
wherein;FunctionWords
offers;EconomicOperands
exceeding;LogicalConnectors
penalty;EconomicOperands
maintains;EconomicOperands
files;EconomicOperands
nationwide;EconomicOperands
Administrator;EconomicOperands
SEC 1207;<div class="ex4
Procedural;EconomicOperands
An;FunctionWords
SEC 1208;<div class="ex4
appropriations;EconomicOperands
There;FunctionWords
appropriated;EconomicOperands
sums;EconomicOperands
projects;EconomicOperands
remain;EconomicOperands
until;FunctionWords
expended;EconomicOperands
beginning;LogicalConnectors
administrative;EconomicOperands
SEC 1209;<div class="ex4
Regulations;EconomicOperands
promulgate;EconomicOperands
Regulatory;EconomicOperands
classifications;EconomicOperands
differentiations;EconomicOperands
adjustments;EconomicOperands
exceptions;RegulatoryOperators
judgment;EconomicOperands
proper;EconomicOperands
effectuate;EconomicOperands
evasion;EconomicOperands
SEC 1210;<div class="ex4
Evaluation;EconomicOperands
description;EconomicOperands
funded;EconomicOperands
distributed;EconomicOperands
measurable;EconomicOperands
results;EconomicOperands
TITLE V;<div class="ex1
Insurance;EconomicOperands
SUBTITLE;<div class="ex2
Federal Insurance Office;EconomicOperands
SEC 501;<div class="ex4
subtitle;Other
Federal Insurance Office Act of 2010;LegalReferences
SEC 502;<div class="ex4
Establishment;RegulatoryOperators
office;EconomicOperands
Subchapter;Other
chapter;Other
subtitle I;LegalReferences
title 31;LegalReferences
redesignating;Other
section 312;LegalReferences
section 315;LegalReferences
section 313;LegalReferences
inserting;Other
redesignated;Other
SEC 313;<div class="ex4
Department;EconomicOperands
Treasury;EconomicOperands
Leadership;EconomicOperands
Office;EconomicOperands
headed;EconomicOperands
Director;EconomicOperands
appointed;EconomicOperands
position;EconomicOperands
career reserved position;EconomicOperands
Senior Executive Service;EconomicOperands
section 3132;LegalReferences
Functions;EconomicOperands
direction;EconomicOperands
aspects;EconomicOperands
industry;EconomicOperands
identifying;EconomicOperands
gaps;EconomicOperands
regulation of;EconomicOperands
insurers;EconomicOperands
contribute;EconomicOperands
systemic;EconomicOperands
crisis;EconomicOperands
traditionally;EconomicOperands
underserved communities;EconomicOperands
minorities;EconomicOperands
section 1204c;LegalReferences
Financial Institutions Reform Recovery and Enforcement Act of 1989;LegalReferences
note;EconomicOperands
affordable;EconomicOperands
lines;EconomicOperands
health;EconomicOperands
insurer;EconomicOperands
affiliates;EconomicOperands
regulation;EconomicOperands
nonbank financial company supervised by the Board of Governors;EconomicOperands
assist;EconomicOperands
administering;EconomicOperands
Terrorism Insurance Program;EconomicOperands
the Terrorism Risk Insurance Act of 2002;LegalReferences
efforts;EconomicOperands
policy;EconomicOperands
prudential aspects;EconomicOperands
matters;Other
representing;EconomicOperands
International Association of Insurance Supervisors;EconomicOperands
successor;EconomicOperands
assisting;EconomicOperands
negotiating;EconomicOperands
covered agreements;EconomicOperands
subsection r;LegalReferences
subsection f;LegalReferences
State insurance measures;EconomicOperands
preempted;EconomicOperands
States;EconomicOperands
State insurance regulators;EconomicOperands
importance;EconomicOperands
perform;EconomicOperands
assigned to;EconomicOperands
Advisory;EconomicOperands
advise;EconomicOperands
major;FunctionWords
domestic;EconomicOperands
policy issues;EconomicOperands
capacity;EconomicOperands
the Financial Stability Act of 2010;LegalReferences
Health;EconomicOperands
Human;EconomicOperands
Services;EconomicOperands
based on;Other
section 2791;LegalReferences
the Public Health Service Act;LegalReferences
long-term;EconomicOperands
care insurance;EconomicOperands
life;EconomicOperands
annuity;EconomicOperands
components;EconomicOperands
crop;EconomicOperands
the Federal Crop Insurance Act 7 USC 1501 et seq;LegalReferences
Gathering;EconomicOperands
carrying;EconomicOperands
out;FunctionWords
collect;EconomicOperands
enter;EconomicOperands
information-sharing;EconomicOperands
analyze;EconomicOperands
Collection;EconomicOperands
reasonably;Attributes
Rule of construction;Other
reinsures;EconomicOperands
Exception;RegulatoryOperators
Paragraph 2;LegalReferences
minimum;Attributes
size;EconomicOperands
collecting;EconomicOperands
State insurance regulator;EconomicOperands
publicly;EconomicOperands
sources;EconomicOperands
collected;EconomicOperands
regulator;EconomicOperands
source;EconomicOperands
complies with;RegulatoryOperators
subchapter;Other
chapter 35;LegalReferences
title 44;LegalReferences
commonly known as;FunctionWords
the Paperwork Reduction Act;LegalReferences
Confidentiality;EconomicOperands
Retention;EconomicOperands
submission;EconomicOperands
nonpublicly;EconomicOperands
arising;EconomicOperands
court;EconomicOperands
subject;EconomicOperands
Continued;EconomicOperands
written agreement;EconomicOperands
original;EconomicOperands
privacy;EconomicOperands
Information-sharing;EconomicOperands
comply;RegulatoryOperators
Section 552;LegalReferences
Subpoenas;EconomicOperands
power;EconomicOperands
subpoena;EconomicOperands
production;EconomicOperands
written finding;EconomicOperands
coordinated;EconomicOperands
paragraph 4;LegalReferences
bear;EconomicOperands
signature;EconomicOperands
served;EconomicOperands
In the case of;LogicalConnectors
contumacy;EconomicOperands
obey;EconomicOperands
enforceable;Attributes
district;EconomicOperands
punished;EconomicOperands
contempt;EconomicOperands
Preemption;EconomicOperands
Standard;EconomicOperands
State insurance measure;EconomicOperands
section 314;LegalReferences
measure;EconomicOperands
favorable;EconomicOperands
treatment;EconomicOperands
non-United States insurer;EconomicOperands
covered agreement;EconomicOperands
United States insurer;EconomicOperands
licensed;EconomicOperands
admitted;EconomicOperands
inconsistent with;LogicalConnectors
Determination;EconomicOperands
inconsistency;EconomicOperands
preemption;EconomicOperands
United States Trade Representative;EconomicOperands
interested parties;EconomicOperands
comments;EconomicOperands
as a result of;LogicalConnectors
limited to;LogicalConnectors
matter;Other
contained;EconomicOperands
involved;EconomicOperands
protection;EconomicOperands
reinsurance;EconomicOperands
substantially equivalent to the level of protection achieved;EconomicOperands
become effective;EconomicOperands
Committees on Financial Services and Ways and Means;EconomicOperands
Urban Affairs;EconomicOperands
and Finance;EconomicOperands
effectiveness;EconomicOperands
conclusion;EconomicOperands
still;LogicalConnectors
as well as;LogicalConnectors
